,code,symbol,issuer,fund_manager,fund_type,establishment_date,listed_date,stop_date,de_listed_date,benchmark
7121,150107,易方达中小B,易方达基金管理有限公司,成曦 刘树荣 ,Stock,2012-09-20,2012-10-25,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中小板指数(价格)
7122,150108,长盛同辉A,长盛基金管理有限公司,,Stock,2012-09-13,2012-09-26,2017-09-13,2017-09-13,5.0％×一年定期存款利率(税后)+95.0％×深证100等权重指数
7123,150109,长盛同辉B,长盛基金管理有限公司,,Stock,2012-09-13,2012-09-26,2017-09-13,2017-09-13,5.0％×一年定期存款利率(税后)+95.0％×深证100等权重指数
7124,150110,华商500A,华商基金管理有限公司,,Stock,2012-09-06,2012-09-26,2015-05-12,2015-05-12,5.0％×活期存款利率(税后)+95.0％×中证小盘500指数
7125,150111,华商500B,华商基金管理有限公司,,Stock,2012-09-06,2012-09-26,2015-05-12,2015-05-12,5.0％×活期存款利率(税后)+95.0％×中证小盘500指数
7126,150112,工银100A,工银瑞信基金管理有限公司,,Stock,2012-10-25,2012-11-05,2018-04-16,2018-04-16,95.0％×深证100指数(收益)+5.0％×活期存款利率(税后)
7127,150113,工银100B,工银瑞信基金管理有限公司,,Stock,2012-10-25,2012-11-05,2018-04-16,2018-04-16,95.0％×深证100指数(收益)+5.0％×活期存款利率(税后)
7128,150114,中海惠裕B,中海基金管理有限公司,,Bond,2013-01-07,2013-03-28,2016-01-07,2016-01-07,100.0％×中证全债指数
7129,150115,长盛同丰B,长盛基金管理有限公司,,Bond,2012-12-27,2013-02-26,2014-06-27,2014-06-27,100.0％×中债-综合指数-全价指数
7130,150116,银华永兴B,银华基金管理股份有限公司,,Bond,2013-01-18,2013-01-18,2016-01-18,2016-01-18,100.0％×三年定期存款利率(税后)加1.0%
7131,150117,国泰房地产A,国泰基金管理有限公司,徐成城 ,Stock,2013-02-06,2013-03-07,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证房地产行业指数
7132,150118,国泰房地产B,国泰基金管理有限公司,徐成城 ,Stock,2013-02-06,2013-03-07,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证房地产行业指数
7133,150119,中欧纯债B,中欧基金管理有限公司,,Bond,2013-01-31,2013-01-31,2016-02-02,2016-02-02,100.0％×中债-综合指数-全价指数
7134,150120,东吴鼎利B,东吴基金管理有限公司,,Bond,2013-04-25,2013-06-25,2016-04-25,2016-04-25,100.0％×中债-综合指数-全价指数
7135,150121,银河优先,银河基金管理有限公司,,Stock,2013-03-29,2013-06-06,2018-08-31,2018-08-31,5.0％×活期存款利率(税后)+95.0％×沪深300成长指数
7136,150122,银河进取,银河基金管理有限公司,,Stock,2013-03-29,2013-06-06,2018-08-31,2018-08-31,5.0％×活期存款利率(税后)+95.0％×沪深300成长指数
7137,150123,建信50A,建信基金管理有限责任公司,叶乐天 ,Stock,2013-03-28,2013-05-20,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×央视财经50指数
7138,150124,建信50B,建信基金管理有限责任公司,叶乐天 ,Stock,2013-03-28,2013-05-20,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×央视财经50指数
7139,150127,招商双债B,招商基金管理有限公司,,Bond,2013-03-01,2013-11-13,2015-03-02,2015-03-02,60.0％×中债-综合指数+40.0％×天相指数转债指数
7140,150128,工银增利B,工银瑞信基金管理有限公司,,Bond,2013-03-06,2013-04-09,2016-03-07,2016-03-07,100.0％×三年定期存款利率(税后)加1.5%
7141,150129,鹏华丰利B,鹏华基金管理有限公司,,Bond,2013-04-23,2013-07-19,2016-04-25,2016-04-25,100.0％×中债-总指数
7142,150130,国泰医药A,国泰基金管理有限公司,梁杏 徐成城 ,Stock,2013-08-29,2013-09-11,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证医药卫生行业指数
7143,150131,国泰医药B,国泰基金管理有限公司,梁杏 徐成城 ,Stock,2013-08-29,2013-09-11,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证医药卫生行业指数
7144,150132,金鹰元盛B,金鹰基金管理有限公司,,Bond,2013-05-02,2013-06-05,2015-05-04,2015-05-04,100.0％×中债-综合指数-财富指数
7145,150133,德邦德信A,德邦基金管理有限公司,,Bond,2013-04-25,2013-06-03,2017-04-20,2017-04-20,10.0％×活期存款利率(税后)+90.0％×中证1-7年中高收益企债指数
7146,150134,德邦德信B,德邦基金管理有限公司,,Bond,2013-04-25,2013-06-03,2017-04-20,2017-04-20,10.0％×活期存款利率(税后)+90.0％×中证1-7年中高收益企债指数
7147,150135,国富100A,国海富兰克林基金管理有限公司,张志强 ,Stock,2015-03-26,2015-04-10,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证100指数
7148,150136,国富100B,国海富兰克林基金管理有限公司,张志强 ,Stock,2015-03-26,2015-04-10,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证100指数
7149,150137,安信宝利B,安信基金管理有限责任公司,,Bond,2013-07-24,2013-10-21,2015-07-24,2015-07-24,100.0％×中债-综合指数
7150,150138,银华800A,银华基金管理股份有限公司,,Stock,2013-11-05,2013-12-11,2019-04-16,2019-04-16,5.0％×活期存款利率(税后)+95.0％×中证800等权重指数
7151,150139,银华800B,银华基金管理股份有限公司,,Stock,2013-11-05,2013-12-11,2019-04-16,2019-04-16,5.0％×活期存款利率(税后)+95.0％×中证800等权重指数
7152,150140,国金300A,国金基金管理有限公司,,Stock,2013-07-26,2013-08-23,2017-08-31,2017-08-31,5.0％×活期存款利率(税后)+95.0％×沪深300指数
7153,150141,国金300B,国金基金管理有限公司,,Stock,2013-07-26,2013-08-23,2017-08-31,2017-08-31,5.0％×活期存款利率(税后)+95.0％×沪深300指数
7154,150142,汇添富互利B,汇添富基金管理股份有限公司,,Bond,2013-11-06,2014-04-30,2016-11-07,2016-11-07,100.0％×中债-综合指数
7155,150143,银华转债A,银华基金管理股份有限公司,孙慧 ,Bond,2013-08-15,2013-08-28,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证可转换债券指数
7156,150144,银华转债B,银华基金管理股份有限公司,孙慧 ,Bond,2013-08-15,2013-08-28,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证可转换债券指数
7157,150145,招商300高贝A,招商基金管理有限公司,苏燕青 ,Stock,2013-08-01,2013-09-02,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×沪深300高贝塔指数
7158,150146,招商300高贝B,招商基金管理有限公司,苏燕青 ,Stock,2013-08-01,2013-09-02,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×沪深300高贝塔指数
7159,150147,天弘同利B,天弘基金管理有限公司,,Bond,2013-09-17,2013-10-30,2016-09-19,2016-09-19,100.0％×中债-综合指数
7160,150148,信诚医药A,中信保诚基金管理有限公司,杨旭 ,Stock,2013-08-16,2013-09-06,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证800制药与生物科技指数
7161,150149,信诚医药B,中信保诚基金管理有限公司,杨旭 ,Stock,2013-08-16,2013-09-06,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证800制药与生物科技指数
7162,150150,信诚有色A,中信保诚基金管理有限公司,杨旭 ,Stock,2013-08-30,2013-09-18,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证800有色金属指数
7163,150151,信诚有色B,中信保诚基金管理有限公司,杨旭 ,Stock,2013-08-30,2013-09-18,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证800有色金属指数
7164,150152,富国创业板A,富国基金管理有限公司,方旻 王保合 ,Stock,2013-09-12,2013-09-30,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×创业板指数(价格)
7165,150153,富国创业板B,富国基金管理有限公司,方旻 王保合 ,Stock,2013-09-12,2013-09-30,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×创业板指数(价格)
7166,150154,中海惠丰B,中海基金管理有限公司,,Bond,2013-09-12,2013-12-06,2017-11-10,2017-11-17,100.0％×中证全债指数
7167,150156,中银互B,中银基金管理有限公司,,Bond,2013-09-24,2013-12-19,2017-11-03,2017-11-03,100.0％×中债-综合指数-全价指数
7168,150157,信诚金融A,中信保诚基金管理有限公司,HAN YILING 杨旭 ,Stock,2013-12-20,2014-01-22,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证800金融指数
7169,150158,信诚金融B,中信保诚基金管理有限公司,HAN YILING 杨旭 ,Stock,2013-12-20,2014-01-22,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证800金融指数
7170,150159,中欧添B,中欧基金管理有限公司,余罗畅 ,Bond,2013-11-28,2013-11-28,0000-00-00,0000-00-00,100.0％×中债-综合指数-全价指数
7171,150160,融通通福B,融通基金管理有限公司,,Bond,2013-12-10,2014-01-27,2016-12-12,2016-12-12,100.0％×中债-综合指数-全价指数
7172,150161,新华惠鑫B,新华基金管理股份有限公司,,Bond,2014-01-24,2014-03-28,2017-01-24,2017-01-24,100.0％×中债-新综合指数(全价)
7173,150162,银华永益B,银华基金管理股份有限公司,,Bond,2014-05-22,2014-05-22,2017-06-02,2017-06-02,100.0％×中债-综合指数
7174,150164,东吴转债A,东吴基金管理有限公司,杨庆定 ,Bond,2014-05-09,2014-06-06,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证可转换债券指数
7175,150165,东吴转债B,东吴基金管理有限公司,杨庆定 ,Bond,2014-05-09,2014-06-06,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证可转换债券指数
7176,150166,国富恒利B,国海富兰克林基金管理有限公司,,Bond,2014-03-10,2014-03-10,2017-03-10,2017-03-10,100.0％×中债-综合指数-全价指数
7177,150167,银华300A,银华基金管理股份有限公司,张凯 ,Stock,2014-01-07,2014-01-21,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×沪深300指数
7178,150168,银华300B,银华基金管理股份有限公司,张凯 ,Stock,2014-01-07,2014-01-21,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×沪深300指数
7179,150169,汇添富恒生A,汇添富基金管理股份有限公司,赖中立 ,QDII,2014-03-06,2014-04-11,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×香港恒生指数
7180,150170,汇添富恒生B,汇添富基金管理股份有限公司,赖中立 ,QDII,2014-03-06,2014-04-11,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×香港恒生指数
7181,150171,申万证券A,申万菱信基金管理有限公司,龚丽丽 ,Stock,2014-03-13,2014-03-31,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证申万证券行业指数
7182,150172,申万证券B,申万菱信基金管理有限公司,龚丽丽 ,Stock,2014-03-13,2014-03-31,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证申万证券行业指数
7183,150173,信诚TMT产业A,中信保诚基金管理有限公司,杨旭 ,Stock,2014-11-28,2014-12-22,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证TMT产业主题指数
7184,150174,信诚TMT产业B,中信保诚基金管理有限公司,杨旭 ,Stock,2014-11-28,2014-12-22,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证TMT产业主题指数
7185,150175,银华H股A,银华基金管理股份有限公司,乐育涛 李宜璇 ,QDII,2014-04-09,2014-05-12,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×恒生中国企业指数
7186,150176,银华H股B,银华基金管理股份有限公司,乐育涛 李宜璇 ,QDII,2014-04-09,2014-05-12,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×恒生中国企业指数
7187,150177,鹏华证保A,鹏华基金管理有限公司,陈龙 ,Stock,2014-05-05,2014-05-19,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证800证券保险指数
7188,150178,鹏华证保B,鹏华基金管理有限公司,陈龙 ,Stock,2014-05-05,2014-05-19,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证800证券保险指数
7189,150179,鹏华信息A,鹏华基金管理有限公司,闫冬 ,Stock,2014-05-05,2014-05-19,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证信息技术指数
7190,150180,鹏华信息B,鹏华基金管理有限公司,闫冬 ,Stock,2014-05-05,2014-05-19,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证信息技术指数
7191,150181,富国军工A,富国基金管理有限公司,王保合 张圣贤 ,Stock,2014-04-04,2014-04-23,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证军工指数
7192,150182,富国军工B,富国基金管理有限公司,王保合 张圣贤 ,Stock,2014-04-04,2014-04-23,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证军工指数
7193,150184,申万环保A,申万菱信基金管理有限公司,龚丽丽 ,Stock,2014-05-30,2014-06-16,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证环保产业指数
7194,150185,申万环保B,申万菱信基金管理有限公司,龚丽丽 ,Stock,2014-05-30,2014-06-16,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证环保产业指数
7195,150186,申万军工A,申万菱信基金管理有限公司,荆一帆 ,Stock,2014-07-24,2014-08-11,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证军工指数
7196,150187,申万军工B,申万菱信基金管理有限公司,荆一帆 ,Stock,2014-07-24,2014-08-11,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证军工指数
7197,150188,招商可转债A,招商基金管理有限公司,王刚 ,Bond,2014-07-31,2014-08-25,0000-00-00,0000-00-00,60.0％×标普中国可转债指数+40.0％×中债-综合指数
7198,150189,招商可转债B,招商基金管理有限公司,王刚 ,Bond,2014-07-31,2014-08-25,0000-00-00,0000-00-00,60.0％×标普中国可转债指数+40.0％×中债-综合指数
7199,150190,新华环保A,新华基金管理股份有限公司,邓岳 ,Stock,2014-09-11,2014-10-16,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证环保产业指数
7200,150191,新华环保B,新华基金管理股份有限公司,邓岳 ,Stock,2014-09-11,2014-10-16,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证环保产业指数
7201,150192,鹏华地产A,鹏华基金管理有限公司,闫冬 ,Stock,2014-09-12,2014-09-23,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证800地产指数
7202,150193,鹏华地产B,鹏华基金管理有限公司,闫冬 ,Stock,2014-09-12,2014-09-23,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证800地产指数
7203,150194,富国互联A,富国基金管理有限公司,牛志冬 王保合 ,Stock,2014-09-02,2014-09-22,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证移动互联网指数
7204,150195,富国互联B,富国基金管理有限公司,牛志冬 王保合 ,Stock,2014-09-02,2014-09-22,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证移动互联网指数
7205,150196,国泰有色A,国泰基金管理有限公司,徐成城 ,Stock,2015-03-30,2015-04-15,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证有色金属行业指数
7206,150197,国泰有色B,国泰基金管理有限公司,徐成城 ,Stock,2015-03-30,2015-04-15,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证有色金属行业指数
7207,150198,国泰食品A,国泰基金管理有限公司,梁杏 徐成城 ,Stock,2014-10-23,2014-11-05,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证食品饮料行业指数
7208,150199,国泰食品B,国泰基金管理有限公司,梁杏 徐成城 ,Stock,2014-10-23,2014-11-05,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证食品饮料行业指数
7209,150200,招商中证证券A,招商基金管理有限公司,苏燕青 ,Stock,2014-11-13,2014-11-28,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证全指证券公司指数
7210,150201,招商中证证券B,招商基金管理有限公司,苏燕青 ,Stock,2014-11-13,2014-11-28,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证全指证券公司指数
7211,150203,鹏华传媒A,鹏华基金管理有限公司,崔俊杰 ,Stock,2014-12-11,2014-12-22,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证传媒指数
7212,150204,鹏华传媒B,鹏华基金管理有限公司,崔俊杰 ,Stock,2014-12-11,2014-12-22,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证传媒指数
7213,150205,鹏华国防A,鹏华基金管理有限公司,陈龙 ,Stock,2014-11-13,2014-12-05,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证国防指数
7214,150206,鹏华国防B,鹏华基金管理有限公司,陈龙 ,Stock,2014-11-13,2014-12-05,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证国防指数
7215,150207,招商300地产A,招商基金管理有限公司,苏燕青 ,Stock,2014-11-27,2014-12-12,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×沪深300地产等权重指数
7216,150208,招商300地产B,招商基金管理有限公司,苏燕青 ,Stock,2014-11-27,2014-12-12,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×沪深300地产等权重指数
7217,150209,富国企改A,富国基金管理有限公司,王保合 张圣贤 ,Stock,2014-12-17,2014-12-30,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证国有企业改革指数
7218,150210,富国企改B,富国基金管理有限公司,王保合 张圣贤 ,Stock,2014-12-17,2014-12-30,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证国有企业改革指数
7219,150211,富国新能源A,富国基金管理有限公司,牛志冬 张圣贤 ,Stock,2015-03-30,2015-04-13,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证新能源汽车指数
7220,150212,富国新能源B,富国基金管理有限公司,牛志冬 张圣贤 ,Stock,2015-03-30,2015-04-13,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证新能源汽车指数
7221,150213,国投创业A,国投瑞银基金管理有限公司,赵建 ,Stock,2015-03-17,2015-03-27,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证创业成长指数
7222,150214,国投创业B,国投瑞银基金管理有限公司,赵建 ,Stock,2015-03-17,2015-03-27,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证创业成长指数
7223,150215,国泰TMT50A,国泰基金管理有限公司,艾小军 ,Stock,2015-03-26,2015-04-10,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×深证电子信息传媒产业50指数
7224,150216,国泰TMT50B,国泰基金管理有限公司,艾小军 ,Stock,2015-03-26,2015-04-10,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×深证电子信息传媒产业50指数
7225,150217,交银新能源A,交银施罗德基金管理有限公司,蔡铮 ,Stock,2015-03-26,2015-04-09,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证新能源指数
7226,150218,交银新能源B,交银施罗德基金管理有限公司,蔡铮 ,Stock,2015-03-26,2015-04-09,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证新能源指数
7227,150219,前海健康A,前海开源基金管理有限公司,陶曙斌 ,Stock,2015-04-16,2015-05-08,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证健康产业指数
7228,150220,前海健康B,前海开源基金管理有限公司,陶曙斌 ,Stock,2015-04-16,2015-05-08,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证健康产业指数
7229,150221,前海中航军工A,前海开源基金管理有限公司,黄玥 ,Stock,2015-03-30,2015-04-20,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证中航军工主题指数
7230,150222,前海中航军工B,前海开源基金管理有限公司,黄玥 ,Stock,2015-03-30,2015-04-20,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证中航军工主题指数
7231,150223,富国证券A,富国基金管理有限公司,方旻 王保合 ,Stock,2015-03-27,2015-04-10,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证全指证券公司指数
7232,150224,富国证券B,富国基金管理有限公司,方旻 王保合 ,Stock,2015-03-27,2015-04-10,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证全指证券公司指数
7233,150225,博时证保A,博时基金管理有限公司,赵云阳 ,Stock,2015-05-19,2015-05-28,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证800证券保险指数
7234,150226,博时证保B,博时基金管理有限公司,赵云阳 ,Stock,2015-05-19,2015-05-28,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证800证券保险指数
7235,150227,鹏华银行A,鹏华基金管理有限公司,崔俊杰 ,Stock,2015-04-17,2015-04-28,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证银行指数
7236,150228,鹏华银行B,鹏华基金管理有限公司,崔俊杰 ,Stock,2015-04-17,2015-04-28,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证银行指数
7237,150229,鹏华中证酒A,鹏华基金管理有限公司,闫冬 ,Stock,2015-04-29,2015-05-11,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证酒指数
7238,150230,鹏华中证酒B,鹏华基金管理有限公司,闫冬 ,Stock,2015-04-29,2015-05-11,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证酒指数
7239,150231,申万电子A,申万菱信基金管理有限公司,荆一帆 ,Stock,2015-05-14,2015-05-28,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证申万电子行业投资指数
7240,150232,申万电子B,申万菱信基金管理有限公司,荆一帆 ,Stock,2015-05-14,2015-05-28,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证申万电子行业投资指数
7241,150233,申万传媒A,申万菱信基金管理有限公司,,Stock,2015-05-29,2015-06-10,2018-08-16,2018-08-22,5.0％×同业存款利息率+95.0％×中证申万传媒行业投资指数
7242,150234,申万传媒B,申万菱信基金管理有限公司,,Stock,2015-05-29,2015-06-10,2018-08-16,2018-08-22,5.0％×同业存款利息率+95.0％×中证申万传媒行业投资指数
7243,150235,鹏华证券A,鹏华基金管理有限公司,陈龙 ,Stock,2015-05-06,2015-05-15,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证全指证券公司指数
7244,150236,鹏华证券B,鹏华基金管理有限公司,陈龙 ,Stock,2015-05-06,2015-05-15,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证全指证券公司指数
7245,150237,鹏华环保分级A,鹏华基金管理有限公司,闫冬 ,Stock,2015-06-16,2015-06-26,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证环保产业指数
7246,150238,鹏华环保分级B,鹏华基金管理有限公司,闫冬 ,Stock,2015-06-16,2015-06-26,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证环保产业指数
7247,150239,鹏华医药卫生A,鹏华基金管理有限公司,,Stock,2015-08-17,2015-08-17,2016-07-15,2016-07-15,5.0％×活期存款利率(税后)+95.0％×中证医药卫生指数
7248,150240,鹏华医药卫生B,鹏华基金管理有限公司,,Stock,2015-08-17,2015-08-17,2016-07-15,2016-07-15,5.0％×活期存款利率(税后)+95.0％×中证医药卫生指数
7249,150241,富国银行A,富国基金管理有限公司,,Stock,2015-04-30,2015-05-13,2019-05-10,2019-05-10,5.0％×活期存款利率(税后)+95.0％×中证银行指数
7250,150242,富国银行B,富国基金管理有限公司,,Stock,2015-04-30,2015-05-13,2019-05-10,2019-05-10,5.0％×活期存款利率(税后)+95.0％×中证银行指数
7251,150243,鹏华创业板A,鹏华基金管理有限公司,张羽翔 ,Stock,2015-06-09,2015-07-06,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×创业板指数(价格)
7252,150244,鹏华创业板B,鹏华基金管理有限公司,张羽翔 ,Stock,2015-06-09,2015-07-06,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×创业板指数(价格)
7253,150245,鹏华互联网A,鹏华基金管理有限公司,张羽翔 ,Stock,2015-06-16,2015-06-26,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证移动互联网指数
7254,150246,鹏华互联网B,鹏华基金管理有限公司,张羽翔 ,Stock,2015-06-16,2015-06-26,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证移动互联网指数
7255,150247,工银传媒A,工银瑞信基金管理有限公司,刘伟琳 ,Stock,2015-05-21,2015-05-29,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证传媒指数
7256,150248,工银传媒B,工银瑞信基金管理有限公司,刘伟琳 ,Stock,2015-05-21,2015-05-29,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证传媒指数
7257,150249,招商中证银行A,招商基金管理有限公司,侯昊 ,Stock,2015-05-20,2015-05-28,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证银行指数
7258,150250,招商中证银行B,招商基金管理有限公司,侯昊 ,Stock,2015-05-20,2015-05-28,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证银行指数
7259,150251,招商煤炭A,招商基金管理有限公司,侯昊 ,Stock,2015-05-20,2015-05-28,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证煤炭等权指数
7260,150252,招商煤炭B,招商基金管理有限公司,侯昊 ,Stock,2015-05-20,2015-05-28,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证煤炭等权指数
7261,150253,前海中证农业A,前海开源基金管理有限公司,,Stock,2015-06-04,2015-06-04,2016-07-20,2016-07-20,5.0％×活期存款利率(税后)+95.0％×中证大农业指数
7262,150254,前海中证农业B,前海开源基金管理有限公司,,Stock,2015-06-04,2015-06-04,2016-07-20,2016-07-20,5.0％×活期存款利率(税后)+95.0％×中证大农业指数
7263,150255,易方达银行A,易方达基金管理有限公司,成曦 刘树荣 ,Stock,2015-06-03,2015-06-11,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证银行指数
7264,150256,易方达银行B,易方达基金管理有限公司,成曦 刘树荣 ,Stock,2015-06-03,2015-06-11,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证银行指数
7265,150257,易方达生物A,易方达基金管理有限公司,成曦 刘树荣 ,Stock,2015-06-03,2015-06-11,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证万得生物科技指数
7266,150258,易方达生物B,易方达基金管理有限公司,成曦 刘树荣 ,Stock,2015-06-03,2015-06-11,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证万得生物科技指数
7267,150259,易方达重组A,易方达基金管理有限公司,成曦 刘树荣 ,Stock,2015-06-03,2015-06-11,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证万得并购重组指数
7268,150260,易方达重组B,易方达基金管理有限公司,成曦 刘树荣 ,Stock,2015-06-03,2015-06-11,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证万得并购重组指数
7269,150261,华宝医疗A,华宝基金管理有限公司,胡洁 ,Stock,2015-05-21,2015-06-08,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证医疗指数
7270,150262,华宝医疗B,华宝基金管理有限公司,胡洁 ,Stock,2015-05-21,2015-06-08,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证医疗指数
