,Unnamed: 0,code,symbol,issuer,fund_manager,fund_type,establishment_date,listed_date,stop_date,de_listed_date,benchmark,listed_to_delisted,establishment_to_stop
7284,7284,150276,安信一带一路B,安信基金管理有限责任公司,龙川 ,Stock,2015-05-14,2015-05-22,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证一带一路主题指数,0,0
7285,7285,150277,鹏华高铁A,鹏华基金管理有限公司,张羽翔 ,Stock,2015-05-27,2015-06-05,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证高铁产业指数,0,0
7286,7286,150278,鹏华高铁B,鹏华基金管理有限公司,张羽翔 ,Stock,2015-05-27,2015-06-05,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证高铁产业指数,0,0
7287,7287,150279,鹏华新能源A,鹏华基金管理有限公司,张羽翔 ,Stock,2015-05-29,2015-06-05,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证新能源指数,0,0
7288,7288,150280,鹏华新能源B,鹏华基金管理有限公司,张羽翔 ,Stock,2015-05-29,2015-06-05,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证新能源指数,0,0
7289,7289,150281,长盛金融A,长盛基金管理有限公司,陈亘斯 ,Stock,2015-06-16,2015-06-26,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证金融地产指数,0,0
7290,7290,150282,长盛金融B,长盛基金管理有限公司,陈亘斯 ,Stock,2015-06-16,2015-06-26,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证金融地产指数,0,0
7291,7291,150283,申万医药生物A,申万菱信基金管理有限公司,荆一帆 ,Stock,2015-06-19,2015-07-06,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证申万医药生物指数,0,0
7292,7292,150284,申万医药生物B,申万菱信基金管理有限公司,荆一帆 ,Stock,2015-06-19,2015-07-06,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证申万医药生物指数,0,0
7293,7293,150285,中融白酒A,中融基金管理有限公司,,Stock,2015-09-30,2015-09-30,2016-05-06,2016-05-06,5.0％×活期存款利率(税后)+95.0％×中证白酒指数,219,219
7294,7294,150286,中融白酒B,中融基金管理有限公司,,Stock,2015-09-30,2015-09-30,2016-05-06,2016-05-06,5.0％×活期存款利率(税后)+95.0％×中证白酒指数,219,219
7295,7295,150287,中融钢铁A,中融基金管理有限公司,赵菲 ,Stock,2015-06-19,2015-06-29,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证钢铁行业指数,0,0
7296,7296,150288,中融钢铁B,中融基金管理有限公司,赵菲 ,Stock,2015-06-19,2015-06-29,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×国证钢铁行业指数,0,0
7297,7297,150289,中融煤炭A,中融基金管理有限公司,赵菲 ,Stock,2015-06-25,2015-07-03,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证煤炭指数,0,0
7298,7298,150290,中融煤炭B,中融基金管理有限公司,赵菲 ,Stock,2015-06-25,2015-07-03,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证煤炭指数,0,0
7299,7299,150291,中融银行A,中融基金管理有限公司,赵菲 ,Stock,2015-06-05,2015-06-15,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证银行指数,0,0
7300,7300,150292,中融银行B,中融基金管理有限公司,赵菲 ,Stock,2015-06-05,2015-06-15,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证银行指数,0,0
7301,7301,150293,南方高铁A,南方基金管理股份有限公司,孙伟 ,Stock,2015-06-10,2015-06-23,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证高铁产业指数,0,0
7302,7302,150294,南方高铁B,南方基金管理股份有限公司,孙伟 ,Stock,2015-06-10,2015-06-23,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证高铁产业指数,0,0
7303,7303,150295,南方改革A,南方基金管理股份有限公司,孙伟 ,Stock,2015-06-03,2015-06-15,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证国有企业改革指数,0,0
7304,7304,150296,南方改革B,南方基金管理股份有限公司,孙伟 ,Stock,2015-06-03,2015-06-15,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证国有企业改革指数,0,0
7305,7305,150297,南方互联网A,南方基金管理股份有限公司,龚涛 ,Stock,2015-07-01,2015-07-13,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证互联网指数,0,0
7306,7306,150298,南方互联网B,南方基金管理股份有限公司,龚涛 ,Stock,2015-07-01,2015-07-13,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证互联网指数,0,0
7307,7307,150299,华安银行A,华安基金管理有限公司,许之彦 ,Stock,2015-06-09,2015-06-18,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证银行指数,0,0
7308,7308,150300,华安银行B,华安基金管理有限公司,许之彦 ,Stock,2015-06-09,2015-06-18,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证银行指数,0,0
7309,7309,150301,华安证券A,华安基金管理有限公司,许之彦 ,Stock,2015-06-09,2015-06-18,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证全指证券公司指数,0,0
7310,7310,150302,华安证券B,华安基金管理有限公司,许之彦 ,Stock,2015-06-09,2015-06-18,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证全指证券公司指数,0,0
7311,7311,150303,华安50A,华安基金管理有限公司,许之彦 ,Stock,2015-07-06,2015-07-15,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×创业板50指数,0,0
7312,7312,150304,华安50B,华安基金管理有限公司,许之彦 ,Stock,2015-07-06,2015-07-15,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×创业板50指数,0,0
7313,7313,150305,国寿养老A,国寿安保基金管理有限公司,,Stock,2015-06-26,2015-07-10,2019-03-29,2019-03-29,5.0％×活期存款利率(税后)+95.0％×中证养老产业指数,1358,1372
7314,7314,150306,国寿养老B,国寿安保基金管理有限公司,,Stock,2015-06-26,2015-07-10,2019-03-29,2019-03-29,5.0％×活期存款利率(税后)+95.0％×中证养老产业指数,1358,1372
7315,7315,150307,富国体育A,富国基金管理有限公司,王乐乐 张圣贤 ,Stock,2015-06-25,2015-07-06,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证体育产业指数,0,0
7316,7316,150308,富国体育B,富国基金管理有限公司,王乐乐 张圣贤 ,Stock,2015-06-25,2015-07-06,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证体育产业指数,0,0
7317,7317,150309,信诚信息A,中信保诚基金管理有限公司,杨旭 ,Stock,2015-06-26,2015-07-15,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证信息安全主题指数,0,0
7318,7318,150310,信诚信息B,中信保诚基金管理有限公司,杨旭 ,Stock,2015-06-26,2015-07-15,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证信息安全主题指数,0,0
7319,7319,150311,信诚智能家居A,中信保诚基金管理有限公司,杨旭 ,Stock,2015-06-26,2015-07-15,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证智能家居指数,0,0
7320,7320,150312,信诚智能家居B,中信保诚基金管理有限公司,杨旭 ,Stock,2015-06-26,2015-07-15,0000-00-00,0000-00-00,5.0％×同业存款利息率+95.0％×中证智能家居指数,0,0
7321,7321,150313,信诚基建工程A,中信保诚基金管理有限公司,,Stock,2015-08-06,2015-08-06,2016-07-27,2016-07-27,5.0％×同业存款利息率+95.0％×中证基建工程指数,356,356
7322,7322,150314,信诚基建工程B,中信保诚基金管理有限公司,,Stock,2015-08-06,2015-08-06,2016-07-27,2016-07-27,5.0％×同业存款利息率+95.0％×中证基建工程指数,356,356
7323,7323,150315,富国工业4.0A,富国基金管理有限公司,王乐乐 张圣贤 ,Stock,2015-06-15,2015-06-25,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证工业4.0指数,0,0
7324,7324,150316,富国工业4.0B,富国基金管理有限公司,王乐乐 张圣贤 ,Stock,2015-06-15,2015-06-25,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证工业4.0指数,0,0
7325,7325,150317,交银E金融A,交银施罗德基金管理有限公司,蔡铮 ,Stock,2015-06-26,2015-07-08,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证互联网金融指数,0,0
7326,7326,150318,交银E金融B,交银施罗德基金管理有限公司,蔡铮 ,Stock,2015-06-26,2015-07-08,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证互联网金融指数,0,0
7327,7327,150319,交银环境治理A,交银施罗德基金管理有限公司,,Stock,2015-08-13,2015-08-13,2016-07-19,2016-07-19,5.0％×活期存款利率(税后)+95.0％×中证环境治理指数,341,341
7328,7328,150320,交银环境治理B,交银施罗德基金管理有限公司,,Stock,2015-08-13,2015-08-13,2016-07-19,2016-07-19,5.0％×活期存款利率(税后)+95.0％×中证环境治理指数,341,341
7329,7329,150321,富国煤炭A,富国基金管理有限公司,王乐乐 张圣贤 ,Stock,2015-06-19,2015-06-30,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证煤炭指数,0,0
7330,7330,150322,富国煤炭B,富国基金管理有限公司,王乐乐 张圣贤 ,Stock,2015-06-19,2015-06-30,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证煤炭指数,0,0
7331,7331,150323,工银环保A,工银瑞信基金管理有限公司,赵栩 ,Stock,2015-07-09,2015-07-27,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证环保产业指数,0,0
7332,7332,150324,工银环保B,工银瑞信基金管理有限公司,赵栩 ,Stock,2015-07-09,2015-07-27,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证环保产业指数,0,0
7333,7333,150325,工银高铁A,工银瑞信基金管理有限公司,刘伟琳 ,Stock,2015-07-23,2015-08-05,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证高铁产业指数,0,0
7334,7334,150326,工银高铁B,工银瑞信基金管理有限公司,刘伟琳 ,Stock,2015-07-23,2015-08-05,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证高铁产业指数,0,0
7335,7335,150327,工银新能源A,工银瑞信基金管理有限公司,赵栩 ,Stock,2015-07-09,2015-08-03,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证新能源指数,0,0
7336,7336,150328,工银新能源B,工银瑞信基金管理有限公司,赵栩 ,Stock,2015-07-09,2015-08-03,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证新能源指数,0,0
7337,7337,150329,方正保险A,方正富邦基金管理有限公司,吴昊 ,Stock,2015-07-31,2015-08-11,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证方正富邦保险主题指数,0,0
7338,7338,150330,方正保险B,方正富邦基金管理有限公司,吴昊 ,Stock,2015-07-31,2015-08-11,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证方正富邦保险主题指数,0,0
7339,7339,150331,建信网金融A,建信基金管理有限责任公司,,Stock,2015-07-31,2015-08-10,2018-08-01,2018-08-07,5.0％×活期存款利率(税后)+95.0％×中证互联网金融指数,1093,1097
7340,7340,150332,建信网金融B,建信基金管理有限责任公司,,Stock,2015-07-31,2015-08-10,2018-08-01,2018-08-07,5.0％×活期存款利率(税后)+95.0％×中证互联网金融指数,1093,1097
7341,7341,150333,建信有色金属A,建信基金管理有限责任公司,,Stock,2015-08-06,2015-08-06,2016-10-17,2016-10-17,5.0％×活期存款利率(税后)+95.0％×中证申万有色金属指数,438,438
7342,7342,150334,建信有色金属B,建信基金管理有限责任公司,,Stock,2015-08-06,2015-08-06,2016-10-17,2016-10-17,5.0％×活期存款利率(税后)+95.0％×中证申万有色金属指数,438,438
7343,7343,150335,融通军工A,融通基金管理有限公司,何天翔 ,Stock,2015-07-01,2015-07-13,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证军工指数,0,0
7344,7344,150336,融通军工B,融通基金管理有限公司,何天翔 ,Stock,2015-07-01,2015-07-13,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证军工指数,0,0
7345,7345,150343,融通证券A,融通基金管理有限公司,何天翔 ,Stock,2015-07-17,2015-08-03,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证全指证券公司指数,0,0
7346,7346,150344,融通证券B,融通基金管理有限公司,何天翔 ,Stock,2015-07-17,2015-08-03,0000-00-00,0000-00-00,5.0％×活期存款利率(税后)+95.0％×中证全指证券公司指数,0,0
7347,7347,150349,融通中证农业A,融通基金管理有限公司,,Stock,2015-08-25,2015-08-25,2016-07-29,2016-07-29,5.0％×活期存款利率(税后)+95.0％×中证大农业指数,339,339
7348,7348,150350,融通中证农业B,融通基金管理有限公司,,Stock,2015-08-25,2015-08-25,2016-07-29,2016-07-29,5.0％×活期存款利率(税后)+95.0％×中证大农业指数,339,339
7349,7349,150351,银华国防A,银华基金管理股份有限公司,,Stock,2015-08-06,2015-08-06,2016-06-15,2016-06-15,5.0％×活期存款利率(税后)+95.0％×中证国防安全指数,314,314
7350,7350,150352,银华国防B,银华基金管理股份有限公司,,Stock,2015-08-06,2015-08-06,2016-06-15,2016-06-15,5.0％×活期存款利率(税后)+95.0％×中证国防安全指数,314,314
7351,7351,150353,银华一带一路A,银华基金管理股份有限公司,,Stock,2015-08-13,2015-08-13,2016-06-15,2016-06-15,5.0％×活期存款利率(税后)+95.0％×中证一带一路主题指数,307,307
7352,7352,150354,银华一带一路B,银华基金管理股份有限公司,,Stock,2015-08-13,2015-08-13,2016-06-15,2016-06-15,5.0％×活期存款利率(税后)+95.0％×中证一带一路主题指数,307,307
7353,7353,150357,国泰新能源A,国泰基金管理有限公司,,Stock,2015-08-27,2015-08-27,2016-07-01,2016-07-01,5.0％×活期存款利率(税后)+95.0％×国证新能源汽车指数,309,309
7354,7354,150358,国泰新能源B,国泰基金管理有限公司,,Stock,2015-08-27,2015-08-27,2016-07-01,2016-07-01,5.0％×活期存款利率(税后)+95.0％×国证新能源汽车指数,309,309
7355,7355,150968,银河研究,银河基金管理有限公司,神玉飞 ,Hybrid,2017-07-27,2017-07-27,0000-00-00,0000-00-00,50.0％×沪深300指数+50.0％×中证全债指数,0,0
7356,7356,150988,银河钱包货币A,银河基金管理有限公司,张沛 ,Money,2017-06-29,2017-06-29,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
7357,7357,150998,银河钱包货币B,银河基金管理有限公司,张沛 ,Money,2017-06-29,2017-06-29,0000-00-00,0000-00-00,100.0％×七天通知存款利率(税后),0,0
7358,7358,151001,银河稳健,银河基金管理有限公司,钱睿南 ,Hybrid,2003-08-04,2003-08-04,0000-00-00,0000-00-00,75.0％×上海证券交易所Ａ股指数+25.0％×上海证券交易所国债指数,0,0
7359,7359,151002,银河收益,银河基金管理有限公司,韩晶 ,Bond,2003-08-04,2003-08-04,0000-00-00,0000-00-00,15.0％×上海证券交易所Ａ股指数+85.0％×中债-总指数,0,0
7360,7360,159001,易方达保证金A,易方达基金管理有限公司,梁莹 石大怿 ,Money,2013-03-29,2014-10-20,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
7361,7361,159002,易方达保证金B,易方达基金管理有限公司,梁莹 石大怿 ,Money,2013-03-29,2013-03-29,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
7362,7362,159003,招商快线A,招商基金管理有限公司,许强 ,Money,2013-05-17,2014-10-20,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
7363,7363,159004,招商快线B,招商基金管理有限公司,许强 ,Money,2013-05-17,2013-05-17,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
7364,7364,159005,汇添富快钱A,汇添富基金管理股份有限公司,陶然 ,Money,2014-12-23,2015-01-13,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
7365,7365,159006,汇添富快钱B,汇添富基金管理股份有限公司,陶然 ,Money,2014-12-23,2014-12-23,0000-00-00,0000-00-00,100.0％×活期存款利率(税后),0,0
7366,7366,159901,易方达深100ETF,易方达基金管理有限公司,成曦 刘树荣 ,Stock,2006-03-24,2006-04-24,0000-00-00,0000-00-00,100.0％×深证100指数(价格),0,0
7367,7367,159902,华夏中小板ETF,华夏基金管理有限公司,徐猛 ,Stock,2006-06-08,2006-09-05,0000-00-00,0000-00-00,100.0％×中小板指数(价格),0,0
7368,7368,159903,南方深成ETF,南方基金管理股份有限公司,孙伟 ,Stock,2009-12-04,2010-02-02,0000-00-00,0000-00-00,100.0％×深证成份指数(价格),0,0
7369,7369,159905,工银深红利ETF,工银瑞信基金管理有限公司,赵栩 ,Stock,2010-11-05,2011-01-11,0000-00-00,0000-00-00,100.0％×深证红利指数,0,0
7370,7370,159906,大成深成长ETF,大成基金管理有限公司,张钟玉 ,Stock,2010-12-21,2011-02-23,0000-00-00,0000-00-00,100.0％×深证成长40指数,0,0
7371,7371,159907,广发300ETF,广发基金管理有限公司,刘杰 ,Stock,2011-06-03,2011-08-10,0000-00-00,0000-00-00,100.0％×中小板300指数,0,0
7372,7372,159908,博时创业板ETF,博时基金管理有限公司,赵云阳 ,Stock,2018-12-10,2018-12-10,0000-00-00,0000-00-00,100.0％×创业板指数(价格),0,0
7373,7373,159909,招商深证TMT50ETF,招商基金管理有限公司,刘重杰 苏燕青 ,Stock,2011-06-27,2011-09-01,0000-00-00,0000-00-00,100.0％×深证电子信息传媒产业50指数,0,0
7374,7374,159910,嘉实深证120ETF,嘉实基金管理有限公司,李直 刘珈吟 ,Stock,2011-08-01,2011-09-27,0000-00-00,0000-00-00,100.0％×深证基本面120指数,0,0
7375,7375,159911,鹏华深证民营ETF,鹏华基金管理有限公司,崔俊杰 罗捷 ,Stock,2011-09-02,2011-10-14,0000-00-00,0000-00-00,100.0％×深证民营指数,0,0
7376,7376,159912,汇添富300ETF,汇添富基金管理股份有限公司,过蓓蓓 赖中立 ,Stock,2011-09-16,2011-11-24,0000-00-00,0000-00-00,100.0％×深证300指数,0,0
7377,7377,159913,交银300价值ETF,交银施罗德基金管理有限公司,蔡铮 ,Stock,2011-09-22,2011-10-25,0000-00-00,0000-00-00,100.0％×深证300价值指数,0,0
7378,7378,159915,易方达创业板ETF,易方达基金管理有限公司,成曦 刘树荣 ,Stock,2011-09-20,2011-12-09,0000-00-00,0000-00-00,100.0％×创业板指数(价格),0,0
7379,7379,159916,建信深证60ETF,建信基金管理有限责任公司,薛玲 ,Stock,2011-09-08,2011-10-24,0000-00-00,0000-00-00,100.0％×深证基本面60指数,0,0
7380,7380,159917,国泰300成长ETF,国泰基金管理有限公司,,Stock,2012-03-15,2012-04-06,2015-08-27,2015-08-27,100.0％×中小板300成长指数,1238,1260
7381,7381,159918,嘉实中创400ETF,嘉实基金管理有限公司,李直 刘珈吟 ,Stock,2012-03-22,2012-05-11,0000-00-00,0000-00-00,100.0％×中小企业板创业板400指数,0,0
7382,7382,159919,嘉实沪深300ETF,嘉实基金管理有限公司,陈正宪 何如 ,Stock,2012-05-07,2012-05-28,0000-00-00,0000-00-00,100.0％×沪深300指数,0,0
7383,7383,159920,华夏恒生ETF,华夏基金管理有限公司,徐猛 ,QDII,2012-08-09,2012-10-22,0000-00-00,0000-00-00,100.0％×香港恒生指数,0,0
7384,7384,159921,诺安中小板ETF,诺安基金管理有限公司,,Stock,2012-12-10,2013-01-31,2017-11-01,2017-11-08,100.0％×中小板等权重指数,1742,1787
7385,7385,159922,嘉实中证500ETF,嘉实基金管理有限公司,陈正宪 何如 ,Stock,2013-02-06,2013-03-15,0000-00-00,0000-00-00,100.0％×中证小盘500指数,0,0
7386,7386,159923,大成100ETF,大成基金管理有限公司,苏秉毅 ,Stock,2013-02-07,2013-03-05,0000-00-00,0000-00-00,100.0％×中证100指数,0,0
7387,7387,159924,景顺300等权ETF,景顺长城基金管理有限公司,,Stock,2013-05-07,2013-06-05,2018-03-07,2018-03-20,100.0％×沪深300等权重指数,1749,1765
7388,7388,159925,南方300ETF,南方基金管理股份有限公司,罗文杰 ,Stock,2013-02-18,2013-04-11,0000-00-00,0000-00-00,100.0％×沪深300指数,0,0
7389,7389,159926,嘉实国债ETF,嘉实基金管理有限公司,曲扬 王亚洲 ,Bond,2013-05-10,2013-08-05,0000-00-00,0000-00-00,100.0％×中证金边中期国债指数（净价）,0,0
7390,7390,159927,鹏华300ETF,鹏华基金管理有限公司,,Stock,2013-07-19,2013-08-16,2018-02-14,2018-02-14,100.0％×沪深300指数,1643,1671
7391,7391,159928,汇添富消费ETF,汇添富基金管理股份有限公司,过蓓蓓 ,Stock,2013-08-23,2013-09-16,0000-00-00,0000-00-00,100.0％×中证主要消费指数,0,0
7392,7392,159929,汇添富医药ETF,汇添富基金管理股份有限公司,过蓓蓓 ,Stock,2013-08-23,2013-09-16,0000-00-00,0000-00-00,100.0％×中证医药卫生指数,0,0
7393,7393,159930,汇添富能源ETF,汇添富基金管理股份有限公司,过蓓蓓 ,Stock,2013-08-23,2013-09-16,0000-00-00,0000-00-00,100.0％×中证能源指数,0,0
7394,7394,159931,汇添富金融ETF,汇添富基金管理股份有限公司,过蓓蓓 ,Stock,2013-08-23,2013-09-16,0000-00-00,0000-00-00,100.0％×中证金融地产指数,0,0
7395,7395,159932,大成500深ETF,大成基金管理有限公司,张钟玉 ,Stock,2013-09-12,2013-10-21,0000-00-00,0000-00-00,100.0％×中证500深市指数,0,0
7396,7396,159933,国投金地ETF,国投瑞银基金管理有限公司,殷瑞飞 ,Stock,2013-09-17,2013-10-16,0000-00-00,0000-00-00,100.0％×沪深300金融地产指数,0,0
7397,7397,159934,易方达黄金ETF,易方达基金管理有限公司,范冰 余海燕 ,Other,2013-11-29,2013-12-16,0000-00-00,0000-00-00,100.0％×黄金现货(Au99.99合约),0,0
7398,7398,159935,景顺中证500ETF,景顺长城基金管理有限公司,曾理 ,Stock,2013-12-26,2014-01-21,0000-00-00,0000-00-00,100.0％×中证小盘500指数,0,0
7399,7399,159936,广发可选消费ETF,广发基金管理有限公司,陆志明 ,Stock,2014-06-03,2014-06-25,0000-00-00,0000-00-00,100.0％×中证全指可选消费指数,0,0
7400,7400,159937,博时黄金ETF,博时基金管理有限公司,王祥 赵云阳 ,Other,2014-08-13,2014-09-01,0000-00-00,0000-00-00,100.0％×黄金现货(Au99.99合约),0,0
7401,7401,159938,广发医药ETF,广发基金管理有限公司,霍华明 陆志明 ,Stock,2014-12-01,2015-01-08,0000-00-00,0000-00-00,100.0％×中证全指医药卫生指数,0,0
7402,7402,159939,广发信息ETF,广发基金管理有限公司,霍华明 陆志明 ,Stock,2015-01-08,2015-02-05,0000-00-00,0000-00-00,100.0％×中证全指信息技术指数,0,0
7403,7403,159940,广发金融ETF,广发基金管理有限公司,陆志明 ,Stock,2015-03-23,2015-04-17,0000-00-00,0000-00-00,100.0％×中证全指金融地产指数,0,0
7404,7404,159941,广发纳指100ETF,广发基金管理有限公司,李耀柱 刘杰 ,QDII,2015-06-10,2015-07-13,0000-00-00,0000-00-00,100.0％×纳斯达克100指数,0,0
7405,7405,159942,华润100ETF,华润元大基金管理有限公司,,Stock,2015-05-25,2015-06-25,2018-11-06,2018-11-06,100.0％×中小企业板创业板100指数,1230,1261
7406,7406,159943,大成深证ETF,大成基金管理有限公司,苏秉毅 ,Stock,2015-06-05,2015-07-08,0000-00-00,0000-00-00,100.0％×深证成份指数(价格),0,0
7407,7407,159944,广发原材料ETF,广发基金管理有限公司,陆志明 ,Stock,2015-06-25,2015-07-06,0000-00-00,0000-00-00,100.0％×中证全指原材料指数,0,0
7408,7408,159945,广发能源ETF,广发基金管理有限公司,陆志明 ,Stock,2015-06-25,2015-07-06,0000-00-00,0000-00-00,100.0％×中证全指能源指数,0,0
7409,7409,159946,广发全指消费ETF,广发基金管理有限公司,,Stock,2015-07-01,2015-07-13,2018-12-25,2018-12-28,100.0％×中证全指主要消费指数,1264,1273
7410,7410,159948,南方创业板ETF,南方基金管理股份有限公司,孙伟 ,Stock,2016-05-13,2016-05-31,0000-00-00,0000-00-00,100.0％×创业板指数(价格),0,0
7411,7411,159949,华安50ETF,华安基金管理有限公司,许之彦 ,Stock,2016-06-30,2016-07-22,0000-00-00,0000-00-00,100.0％×创业板50指数,0,0
7412,7412,159950,易方达深成指ETF,易方达基金管理有限公司,,Stock,2017-04-27,2017-05-10,2019-07-01,2019-07-12,100.0％×深证成份指数(价格),793,795
7413,7413,159951,嘉实中关村ETF,嘉实基金管理有限公司,陈正宪 刘珈吟 ,Stock,2017-06-07,2017-07-10,0000-00-00,0000-00-00,100.0％×中关村A股综合指数,0,0
7414,7414,159952,广发创业板ETF,广发基金管理有限公司,刘杰 ,Stock,2017-04-25,2017-05-19,0000-00-00,0000-00-00,100.0％×创业板指数(价格),0,0
7415,7415,159953,广发工业ETF,广发基金管理有限公司,陆志明 ,Stock,2017-06-13,2017-07-14,0000-00-00,0000-00-00,100.0％×中证全指工业指数,0,0
7416,7416,159954,南方恒生中国ETF,南方基金管理股份有限公司,罗文杰 孙伟 ,Stock,2018-02-08,2018-03-15,0000-00-00,0000-00-00,100.0％×恒生中国企业指数,0,0
7417,7417,159955,嘉实创业板ETF,嘉实基金管理有限公司,陈正宪 高峰 ,Stock,2017-07-14,2017-08-23,0000-00-00,0000-00-00,100.0％×创业板指数(价格),0,0
7418,7418,159956,建信创业板ETF,建信基金管理有限责任公司,龚佳佳 梁洪昀 ,Stock,2018-02-06,2018-03-07,0000-00-00,0000-00-00,100.0％×创业板指数(价格),0,0
7419,7419,159957,华夏创业板ETF,华夏基金管理有限公司,徐猛 ,Stock,2017-12-08,2018-01-04,0000-00-00,0000-00-00,100.0％×创业板指数(价格),0,0
7420,7420,159958,工银创业板ETF,工银瑞信基金管理有限公司,赵栩 ,Stock,2017-12-25,2018-01-19,0000-00-00,0000-00-00,100.0％×创业板指数(价格),0,0
7421,7421,159959,银华央企ETF,银华基金管理股份有限公司,周大鹏 ,Stock,2018-10-22,2019-01-18,0000-00-00,0000-00-00,100.0％×中证央企结构调整指数,0,0
7422,7422,159960,平安恒生国企ETF,平安基金管理有限公司,钱晶 施旭 ,Stock,2018-09-21,2018-10-22,0000-00-00,0000-00-00,100.0％×恒生中国企业指数,0,0
7423,7423,159961,方正100ETF,方正富邦基金管理有限公司,吴昊 ,Stock,2018-11-02,2018-12-19,0000-00-00,0000-00-00,100.0％×深证100指数(价格),0,0
7424,7424,159962,华夏中证ETF,华夏基金管理有限公司,庞亚平 ,Stock,2019-03-06,2019-04-18,0000-00-00,0000-00-00,100.0％×中证四川国企改革指数,0,0
7425,7425,159963,富国恒生ETF,富国基金管理有限公司,王保合 王乐乐 张峰 ,Stock,2019-03-07,2019-03-26,0000-00-00,0000-00-00,100.0％×恒生中国企业指数,0,0
7426,7426,159964,平安创业板ETF,平安基金管理有限公司,成钧 钱晶 ,Stock,2019-03-15,2019-04-19,0000-00-00,0000-00-00,100.0％×创业板指数(价格),0,0
7427,7427,159965,中融央视50ETF,中融基金管理有限公司,赵菲 ,Stock,2019-03-19,2019-04-24,0000-00-00,0000-00-00,100.0％×央视财经50指数,0,0
7428,7428,159966,华夏低波ETF,华夏基金管理有限公司,荣膺 ,Stock,2019-06-14,2019-07-15,0000-00-00,0000-00-00,100.0％×创业板低波蓝筹指数,0,0
