,abbreviation,code,name,name_en,type
1551,QHKYHGSHXHHA,001942,前海开源沪港深汇鑫混合A,QIANHAIKAIYUANHUGANGSHENHUIXINHUNHEA,混合型
1552,QHKYHGSHXHHC,001943,前海开源沪港深汇鑫混合C,QIANHAIKAIYUANHUGANGSHENHUIXINHUNHEC,混合型
1553,DFHXYZZQA,001945,东方红信用债债券A,DONGFANGHONGXINYONGZHAIZHAIQUANA,债券型
1554,DFHXYZZQC,001946,东方红信用债债券C,DONGFANGHONGXINYONGZHAIZHAIQUANC,债券型
1555,STMGAXHBA,001947,上投摩根安鑫回报A,SHANGTOUMOGENANXINHUIBAOA,混合型
1556,JXWDFLZQA,001948,建信稳定丰利债券A,JIANXINWENDINGFENGLIZHAIQUANA,债券型
1557,JXWDFLZQC,001949,建信稳定丰利债券C,JIANXINWENDINGFENGLIZHAIQUANC,债券型
1558,PHFTDKZB,001950,鹏华丰泰定开债B,PENGHUAFENGTAIDINGKAIZHAIB,定开债券
1559,JYGGHLHH,001951,金鹰改革红利混合,JINYINGGAIGEHONGLIHUNHE,混合型
1560,YHSTHBZTLHPZHH,001954,银华生态环保主题灵活配置混合,YINHUASHENGTAIHUANBAOZHUTILINGHUOPEIZHIHUNHE,混合型
1561,ZOYLCYHH,001955,中欧养老产业混合,ZHONGOUYANGLAOCHANYEHUNHE,混合型
1562,GLAKJDL,001956,国联安科技动力,GUOLIANANKEJIDONGLI,股票型
1563,JHPTZQA,001957,嘉合磐通债券A,JIAHEPANTONGZHAIQUANA,债券型
1564,JHPTZQC,001958,嘉合磐通债券C,JIAHEPANTONGZHAIQUANC,债券型
